Code,Borough,Year,Offences,Rate,Number_of_offences
E09000027,Richmond upon Thames,2010-11,Burglary,11,"2,054"
E09000028,Southwark,2010-11,Burglary,11.3,"3,193"
E09000029,Sutton,2010-11,Burglary,8.5,"1,614"
E09000030,Tower Hamlets,2010-11,Burglary,10.3,"2,558"
E09000031,Waltham Forest,2010-11,Burglary,14.1,"3,581"
E09000032,Wandsworth,2010-11,Burglary,10.6,"3,205"
E09000033,Westminster,2010-11,Burglary,15.3,"3,322"
#N/A,Heathrow,2010-11,Burglary,n/a,17
E13000001,Inner London,2010-11,Burglary,12.2,"38,863"
E13000002,Outer London,2010-11,Burglary,11.2,"54,495"
E12000007,Met Police Area,2010-11,Burglary,11.6,"93,375"
727,England and Wales,2010-11,Burglary,9.4,"522,683"
E09000002,Barking and Dagenham,2011-12,Burglary,13,"2,436"
E09000003,Barnet,2011-12,Burglary,13.7,"4,914"
E09000004,Bexley,2011-12,Burglary,6.5,"1,513"
E09000005,Brent,2011-12,Burglary,12.7,"3,975"
E09000006,Bromley,2011-12,Burglary,11,"3,424"
E09000007,Camden,2011-12,Burglary,15.1,"3,325"
E09000008,Croydon,2011-12,Burglary,12.3,"4,491"
E09000009,Ealing,2011-12,Burglary,11.4,"3,870"
E09000010,Enfield,2011-12,Burglary,11.3,"3,541"
E09000011,Greenwich,2011-12,Burglary,10.3,"2,624"
E09000012,Hackney,2011-12,Burglary,8.9,"2,197"
E09000013,Hammersmith and Fulham,2011-12,Burglary,12.7,"2,323"
E09000014,Haringey,2011-12,Burglary,14.3,"3,648"
E09000015,Harrow,2011-12,Burglary,11.3,"2,707"
E09000016,Havering,2011-12,Burglary,12.2,"2,900"
E09000017,Hillingdon,2011-12,Burglary,14,"3,846"
E09000018,Hounslow,2011-12,Burglary,11.4,"2,897"
E09000019,Islington,2011-12,Burglary,13.7,"2,830"
E09000020,Kensington and Chelsea,2011-12,Burglary,10.5,"1,667"
E09000021,Kingston upon Thames,2011-12,Burglary,8.2,"1,323"
E09000022,Lambeth,2011-12,Burglary,12.4,"3,769"
E09000023,Lewisham,2011-12,Burglary,11.8,"3,261"
E09000024,Merton,2011-12,Burglary,11.1,"2,230"
E09000025,Newham,2011-12,Burglary,10.3,"3,204"
E09000026,Redbridge,2011-12,Burglary,12.8,"3,606"
E09000027,Richmond upon Thames,2011-12,Burglary,10.8,"2,026"
E09000028,Southwark,2011-12,Burglary,12.2,"3,531"
E09000029,Sutton,2011-12,Burglary,8.2,"1,560"
E09000030,Tower Hamlets,2011-12,Burglary,10.6,"2,717"
E09000031,Waltham Forest,2011-12,Burglary,12.3,"3,202"
E09000032,Wandsworth,2011-12,Burglary,10.2,"3,145"
E09000033,Westminster,2011-12,Burglary,15.8,"3,472"
#N/A,Heathrow,2011-12,Burglary,n/a,7
E13000001,Inner London,2011-12,Burglary,12.1,"39,089"
E13000002,Outer London,2011-12,Burglary,11.5,"57,085"
E12000007,Met Police Area,2011-12,Burglary,11.7,"96,181"
727,England and Wales,2011-12,Burglary,8.9,"501,053"
E09000002,Barking and Dagenham,2012-13,Burglary,13.3,"2,540"
E09000003,Barnet,2012-13,Burglary,13.2,"4,806"
E09000004,Bexley,2012-13,Burglary,7.2,"1,683"
E09000005,Brent,2012-13,Burglary,11.8,"3,706"
E09000006,Bromley,2012-13,Burglary,10.5,"3,293"
E09000007,Camden,2012-13,Burglary,13,"2,928"
E09000008,Croydon,2012-13,Burglary,11.2,"4,122"
E09000009,Ealing,2012-13,Burglary,11.5,"3,926"
E09000010,Enfield,2012-13,Burglary,11.8,"3,742"
E09000011,Greenwich,2012-13,Burglary,8.7,"2,268"
E09000012,Hackney,2012-13,Burglary,10.1,"2,554"
E09000013,Hammersmith and Fulham,2012-13,Burglary,9.5,"1,715"
E09000014,Haringey,2012-13,Burglary,12.2,"3,150"
E09000015,Harrow,2012-13,Burglary,10.3,"2,491"
E09000016,Havering,2012-13,Burglary,11.5,"2,755"
E09000017,Hillingdon,2012-13,Burglary,11,"3,093"
E09000018,Hounslow,2012-13,Burglary,11.4,"2,962"
E09000019,Islington,2012-13,Burglary,11,"2,322"
E09000020,Kensington and Chelsea,2012-13,Burglary,11.2,"1,752"
E09000021,Kingston upon Thames,2012-13,Burglary,8.4,"1,381"
E09000022,Lambeth,2012-13,Burglary,12.1,"3,751"
E09000023,Lewisham,2012-13,Burglary,12,"3,382"
E09000024,Merton,2012-13,Burglary,9.9,"1,996"
E09000025,Newham,2012-13,Burglary,9.6,"3,026"
E09000026,Redbridge,2012-13,Burglary,11.7,"3,339"
E09000027,Richmond upon Thames,2012-13,Burglary,11.4,"2,161"
E09000028,Southwark,2012-13,Burglary,10.9,"3,211"
E09000029,Sutton,2012-13,Burglary,7.8,"1,518"
E09000030,Tower Hamlets,2012-13,Burglary,10.7,"2,805"
E09000031,Waltham Forest,2012-13,Burglary,11.1,"2,927"
E09000032,Wandsworth,2012-13,Burglary,10.9,"3,368"
E09000033,Westminster,2012-13,Burglary,17.9,"4,007"
#N/A,Heathrow,2012-13,Burglary,n/a,4
E13000001,Inner London,2012-13,Burglary,11.6,"37,971"
E13000002,Outer London,2012-13,Burglary,10.9,"54,709"
E12000007,Met Police Area,2012-13,Burglary,11.2,"92,684"
727,England and Wales,2012-13,Burglary,8.1,"459,796"
E09000002,Barking and Dagenham,2013-14,Burglary,10.3,"2,006"
E09000003,Barnet,2013-14,Burglary,10.8,"3,970"
E09000004,Bexley,2013-14,Burglary,7.5,"1,783"
E09000005,Brent,2013-14,Burglary,9,"2,854"
E09000006,Bromley,2013-14,Burglary,9.6,"3,066"
E09000007,Camden,2013-14,Burglary,13.6,"3,124"
E09000008,Croydon,2013-14,Burglary,10.2,"3,806"
E09000009,Ealing,2013-14,Burglary,9.7,"3,307"
E09000010,Enfield,2013-14,Burglary,10.8,"3,454"
E09000011,Greenwich,2013-14,Burglary,8.9,"2,348"
E09000012,Hackney,2013-14,Burglary,11.2,"2,888"
E09000013,Hammersmith and Fulham,2013-14,Burglary,8.4,"1,506"
E09000014,Haringey,2013-14,Burglary,11,"2,907"
E09000015,Harrow,2013-14,Burglary,8.3,"2,023"
E09000016,Havering,2013-14,Burglary,9.9,"2,395"
E09000017,Hillingdon,2013-14,Burglary,9.9,"2,845"
E09000018,Hounslow,2013-14,Burglary,8.4,"2,212"
E09000019,Islington,2013-14,Burglary,11.6,"2,511"
E09000020,Kensington and Chelsea,2013-14,Burglary,11.2,"1,744"
E09000021,Kingston upon Thames,2013-14,Burglary,6.7,"1,111"
E09000022,Lambeth,2013-14,Burglary,12.1,"3,797"
E09000023,Lewisham,2013-14,Burglary,10.6,"3,029"
E09000024,Merton,2013-14,Burglary,8.4,"1,709"
E09000025,Newham,2013-14,Burglary,9.3,"2,950"
E09000026,Redbridge,2013-14,Burglary,10,"2,891"
E09000027,Richmond upon Thames,2013-14,Burglary,9.5,"1,820"
E09000028,Southwark,2013-14,Burglary,11.5,"3,428"
E09000029,Sutton,2013-14,Burglary,7.3,"1,431"
E09000030,Tower Hamlets,2013-14,Burglary,9.6,"2,621"
E09000031,Waltham Forest,2013-14,Burglary,10.3,"2,741"
E09000032,Wandsworth,2013-14,Burglary,9.7,"3,019"
E09000033,Westminster,2013-14,Burglary,17.5,"3,963"
#N/A,Heathrow,2013-14,Burglary,n/a,16
E13000001,Inner London,2013-14,Burglary,11.2,"37,487"
E13000002,Outer London,2013-14,Burglary,9.4,"47,772"
E12000007,Met Police Area,2013-14,Burglary,10.1,"85,275"
727,England and Wales,2013-14,Burglary,n/a,n/a
E09000002,Barking and Dagenham,2014-15,Burglary,9.5,"1,874"
E09000003,Barnet,2014-15,Burglary,9.8,"3,670"
E09000004,Bexley,2014-15,Burglary,5.9,"1,405"
E09000005,Brent,2014-15,Burglary,8.1,"2,591"
E09000006,Bromley,2014-15,Burglary,7.8,"2,520"
E09000007,Camden,2014-15,Burglary,12.4,"2,903"
E09000008,Croydon,2014-15,Burglary,8.2,"3,075"
E09000009,Ealing,2014-15,Burglary,8.5,"2,907"
E09000010,Enfield,2014-15,Burglary,9.1,"2,953"
E09000011,Greenwich,2014-15,Burglary,7.7,"2,069"
E09000012,Hackney,2014-15,Burglary,9.6,"2,517"
E09000013,Hammersmith and Fulham,2014-15,Burglary,8.3,"1,483"
E09000014,Haringey,2014-15,Burglary,10.6,"2,825"
E09000015,Harrow,2014-15,Burglary,6.4,"1,563"
E09000016,Havering,2014-15,Burglary,8.1,"1,992"
E09000017,Hillingdon,2014-15,Burglary,8.8,"2,582"
E09000018,Hounslow,2014-15,Burglary,7,"1,853"
E09000019,Islington,2014-15,Burglary,10.3,"2,266"
E09000020,Kensington and Chelsea,2014-15,Burglary,10.1,"1,571"
E09000021,Kingston upon Thames,2014-15,Burglary,5.9,"1,003"
E09000022,Lambeth,2014-15,Burglary,8.9,"2,833"
E09000023,Lewisham,2014-15,Burglary,7.5,"2,186"
E09000024,Merton,2014-15,Burglary,8.5,"1,740"
E09000025,Newham,2014-15,Burglary,6.9,"2,238"
E09000026,Redbridge,2014-15,Burglary,8.7,"2,535"
E09000027,Richmond upon Thames,2014-15,Burglary,8.6,"1,671"
E09000028,Southwark,2014-15,Burglary,9.2,"2,783"
E09000029,Sutton,2014-15,Burglary,7.2,"1,428"
E09000030,Tower Hamlets,2014-15,Burglary,8.5,"2,411"
E09000031,Waltham Forest,2014-15,Burglary,8.5,"2,272"
E09000032,Wandsworth,2014-15,Burglary,8.4,"2,619"
E09000033,Westminster,2014-15,Burglary,14.1,"3,294"
#N/A,Heathrow,2014-15,Burglary,n/a,12
E13000001,Inner London,2014-15,Burglary,9.4,"31,929"
E13000002,Outer London,2014-15,Burglary,8.1,"41,703"
E12000007,Met Police Area,2014-15,Burglary,8.6,"73,644"
727,England and Wales,2014-15,Burglary,n/a,n/a
E09000002,Barking and Dagenham,2015-16,Burglary,7.6,"1,534"
E09000003,Barnet,2015-16,Burglary,10.2,"3,878"
E09000004,Bexley,2015-16,Burglary,4.5,"1,096"
E09000005,Brent,2015-16,Burglary,8.4,"2,717"
E09000006,Bromley,2015-16,Burglary,7.9,"2,556"
E09000007,Camden,2015-16,Burglary,11.7,"2,810"
E09000008,Croydon,2015-16,Burglary,6.9,"2,630"
E09000009,Ealing,2015-16,Burglary,7.2,"2,473"
E09000010,Enfield,2015-16,Burglary,8.4,"2,748"
E09000011,Greenwich,2015-16,Burglary,6.7,"1,836"
E09000012,Hackney,2015-16,Burglary,9.6,"2,580"
E09000013,Hammersmith and Fulham,2015-16,Burglary,8.9,"1,592"
E09000014,Haringey,2015-16,Burglary,9.1,"2,472"
E09000015,Harrow,2015-16,Burglary,7.7,"1,892"
E09000016,Havering,2015-16,Burglary,7.4,"1,844"
E09000017,Hillingdon,2015-16,Burglary,7.2,"2,131"
E09000018,Hounslow,2015-16,Burglary,6.5,"1,755"
E09000019,Islington,2015-16,Burglary,10.6,"2,412"
E09000020,Kensington and Chelsea,2015-16,Burglary,9.9,"1,562"
E09000021,Kingston upon Thames,2015-16,Burglary,5.1,885
E09000022,Lambeth,2015-16,Burglary,8.2,"2,658"
E09000023,Lewisham,2015-16,Burglary,7.2,"2,142"
E09000024,Merton,2015-16,Burglary,6.9,"1,403"
E09000025,Newham,2015-16,Burglary,6.8,"2,253"
E09000026,Redbridge,2015-16,Burglary,6.7,"1,999"
E09000027,Richmond upon Thames,2015-16,Burglary,6.8,"1,321"
E09000028,Southwark,2015-16,Burglary,9.6,"2,952"
E09000029,Sutton,2015-16,Burglary,6.2,"1,247"
E09000030,Tower Hamlets,2015-16,Burglary,8.7,"2,564"
E09000031,Waltham Forest,2015-16,Burglary,8,"2,179"
E09000032,Wandsworth,2015-16,Burglary,7.6,"2,377"
E09000033,Westminster,2015-16,Burglary,13.2,"3,193"
#N/A,Heathrow,2015-16,Burglary,n/a,17
E13000001,Inner London,2015-16,Burglary,9.1,"31,567"
E13000002,Outer London,2015-16,Burglary,7.3,"38,124"
E12000007,Met Police Area,2015-16,Burglary,8,"69,708"
727,England and Wales,2015-16,Burglary,n/a,n/a
E09000002,Barking and Dagenham,2016-17,Burglary,5.1,"1,046"
E09000003,Barnet,2016-17,Burglary,6.9,"2,670"
E09000004,Bexley,2016-17,Burglary,3.6,892
E09000005,Brent,2016-17,Burglary,6.8,"2,220"
E09000006,Bromley,2016-17,Burglary,5.4,"1,769"
E09000007,Camden,2016-17,Burglary,8.7,"2,153"
E09000008,Croydon,2016-17,Burglary,6,"2,281"
E09000009,Ealing,2016-17,Burglary,6.2,"2,122"
E09000010,Enfield,2016-17,Burglary,6.1,"2,016"
E09000011,Greenwich,2016-17,Burglary,5.4,"1,517"
E09000012,Hackney,2016-17,Burglary,8.4,"2,289"
E09000013,Hammersmith and Fulham,2016-17,Burglary,7.3,"1,314"
E09000014,Haringey,2016-17,Burglary,7.2,"2,003"
E09000015,Harrow,2016-17,Burglary,6.5,"1,608"
E09000016,Havering,2016-17,Burglary,6.1,"1,549"
E09000017,Hillingdon,2016-17,Burglary,6.2,"1,890"
E09000018,Hounslow,2016-17,Burglary,5.9,"1,606"
E09000019,Islington,2016-17,Burglary,6.9,"1,614"
E09000020,Kensington and Chelsea,2016-17,Burglary,7.7,"1,210"
E09000021,Kingston upon Thames,2016-17,Burglary,4.6,804
E09000022,Lambeth,2016-17,Burglary,8,"2,634"
E09000023,Lewisham,2016-17,Burglary,5.6,"1,703"
E09000024,Merton,2016-17,Burglary,5.7,"1,164"
E09000025,Newham,2016-17,Burglary,5.1,"1,728"
E09000026,Redbridge,2016-17,Burglary,6.1,"1,834"
E09000027,Richmond upon Thames,2016-17,Burglary,6.2,"1,211"
E09000028,Southwark,2016-17,Burglary,8.2,"2,562"
E09000029,Sutton,2016-17,Burglary,4.9,998
E09000030,Tower Hamlets,2016-17,Burglary,8.1,"2,461"
E09000031,Waltham Forest,2016-17,Burglary,5.9,"1,617"
E09000032,Wandsworth,2016-17,Burglary,6.1,"1,932"
E09000033,Westminster,2016-17,Burglary,10.7,"2,652"
#N/A,Heathrow,2016-17,Burglary,n/a,11
E13000001,Inner London,2016-17,Burglary,7.4,"26,255"
E13000002,Outer London,2016-17,Burglary,5.9,"30,814"
E12000007,Met Police Area,2016-17,Burglary,6.5,"57,080"
727,England and Wales,2016-17,Burglary,n/a,n/a
E09000002,Barking and Dagenham,1999-00,Theft and Handling,40.8,"6,624"
E09000003,Barnet,1999-00,Theft and Handling,35.1,"10,999"
E09000004,Bexley,1999-00,Theft and Handling,36.1,"7,846"
E09000005,Brent,1999-00,Theft and Handling,39.9,"10,388"
E09000006,Bromley,1999-00,Theft and Handling,36.8,"10,866"
E09000007,Camden,1999-00,Theft and Handling,115.1,"21,873"
E09000008,Croydon,1999-00,Theft and Handling,40,"13,274"
E09000009,Ealing,1999-00,Theft and Handling,45.4,"13,730"
E09000010,Enfield,1999-00,Theft and Handling,37.2,"10,148"
E09000011,Greenwich,1999-00,Theft and Handling,52.3,"11,103"
E09000012,Hackney,1999-00,Theft and Handling,76.4,"15,209"
E09000013,Hammersmith and Fulham,1999-00,Theft and Handling,78.4,"12,595"
E09000014,Haringey,1999-00,Theft and Handling,59.2,"12,946"
E09000015,Harrow,1999-00,Theft and Handling,27.5,"5,714"
E09000016,Havering,1999-00,Theft and Handling,35.8,"8,071"
E09000017,Hillingdon,1999-00,Theft and Handling,41.3,"10,114"
E09000018,Hounslow,1999-00,Theft and Handling,55.6,"11,920"
E09000019,Islington,1999-00,Theft and Handling,91.4,"16,068"
E09000020,Kensington and Chelsea,1999-00,Theft and Handling,106.6,"15,748"
E09000021,Kingston upon Thames,1999-00,Theft and Handling,38.2,"5,579"
E09000022,Lambeth,1999-00,Theft and Handling,73.8,"19,685"
E09000023,Lewisham,1999-00,Theft and Handling,41.8,"10,451"
E09000024,Merton,1999-00,Theft and Handling,32.6,"6,024"
E09000025,Newham,1999-00,Theft and Handling,58.7,"14,126"
E09000026,Redbridge,1999-00,Theft and Handling,40.9,"9,733"
E09000027,Richmond upon Thames,1999-00,Theft and Handling,35.1,"6,070"
E09000028,Southwark,1999-00,Theft and Handling,65.5,"16,232"
E09000029,Sutton,1999-00,Theft and Handling,31.4,"5,641"
E09000030,Tower Hamlets,1999-00,Theft and Handling,71.6,"13,858"
E09000031,Waltham Forest,1999-00,Theft and Handling,41.9,"9,269"
E09000032,Wandsworth,1999-00,Theft and Handling,56.8,"15,001"
E09000033,Westminster,1999-00,Theft and Handling,271.3,"51,338"
#N/A,Heathrow,1999-00,Theft and Handling,n/a,"4,154"
E13000001,Inner London,1999-00,Theft and Handling,85.5,"235,130"
E13000002,Outer London,1999-00,Theft and Handling,39.3,"173,113"
E12000007,Met Police Area,1999-00,Theft and Handling,57.6,"412,397"
727,England and Wales,1999-00,Theft and Handling,n/a,n/a
E09000002,Barking and Dagenham,2000-01,Theft and Handling,41.9,"6,864"
E09000003,Barnet,2000-01,Theft and Handling,35.9,"11,326"
E09000004,Bexley,2000-01,Theft and Handling,35.8,"7,832"
E09000005,Brent,2000-01,Theft and Handling,39.1,"10,371"
E09000006,Bromley,2000-01,Theft and Handling,35,"10,325"
E09000007,Camden,2000-01,Theft and Handling,122.7,"24,076"
E09000008,Croydon,2000-01,Theft and Handling,37.6,"12,582"
E09000009,Ealing,2000-01,Theft and Handling,49.2,"14,989"
E09000010,Enfield,2000-01,Theft and Handling,38.4,"10,569"
E09000011,Greenwich,2000-01,Theft and Handling,48.5,"10,405"
E09000012,Hackney,2000-01,Theft and Handling,80.8,"16,424"
E09000013,Hammersmith and Fulham,2000-01,Theft and Handling,81.5,"13,394"
E09000014,Haringey,2000-01,Theft and Handling,57.1,"12,555"
E09000015,Harrow,2000-01,Theft and Handling,28,"5,855"
E09000016,Havering,2000-01,Theft and Handling,35.2,"7,915"
E09000017,Hillingdon,2000-01,Theft and Handling,43,"10,577"
E09000018,Hounslow,2000-01,Theft and Handling,52.5,"11,264"
E09000019,Islington,2000-01,Theft and Handling,92.1,"16,378"
E09000020,Kensington and Chelsea,2000-01,Theft and Handling,107.1,"16,558"
E09000021,Kingston upon Thames,2000-01,Theft and Handling,36.8,"5,429"
E09000022,Lambeth,2000-01,Theft and Handling,71.9,"19,412"
E09000023,Lewisham,2000-01,Theft and Handling,39.1,"9,866"
E09000024,Merton,2000-01,Theft and Handling,30.8,"5,798"
E09000025,Newham,2000-01,Theft and Handling,60.8,"14,928"
E09000026,Redbridge,2000-01,Theft and Handling,42.3,"10,135"
E09000027,Richmond upon Thames,2000-01,Theft and Handling,33.2,"5,733"
E09000028,Southwark,2000-01,Theft and Handling,59,"14,907"
E09000029,Sutton,2000-01,Theft and Handling,28.5,"5,145"
E09000030,Tower Hamlets,2000-01,Theft and Handling,72.7,"14,336"
E09000031,Waltham Forest,2000-01,Theft and Handling,41.1,"9,088"
E09000032,Wandsworth,2000-01,Theft and Handling,54.8,"14,660"
E09000033,Westminster,2000-01,Theft and Handling,260.7,"51,225"
#N/A,Heathrow,2000-01,Theft and Handling,n/a,"4,227"
E13000001,Inner London,2000-01,Theft and Handling,85.1,"238,719"
E13000002,Outer London,2000-01,Theft and Handling,38.9,"172,202"
E12000007,Met Police Area,2000-01,Theft and Handling,57.4,"415,174"
727,England and Wales,2000-01,Theft and Handling,n/a,n/a
E09000002,Barking and Dagenham,2001-02,Theft and Handling,42.4,"7,017"
E09000003,Barnet,2001-02,Theft and Handling,37.8,"12,074"
E09000004,Bexley,2001-02,Theft and Handling,31.8,"6,964"
E09000005,Brent,2001-02,Theft and Handling,40.2,"10,831"
E09000006,Bromley,2001-02,Theft and Handling,39.2,"11,618"
E09000007,Camden,2001-02,Theft and Handling,138.7,"28,098"
E09000008,Croydon,2001-02,Theft and Handling,39.9,"13,386"
E09000009,Ealing,2001-02,Theft and Handling,49.5,"15,209"
E09000010,Enfield,2001-02,Theft and Handling,39.8,"11,029"
E09000011,Greenwich,2001-02,Theft and Handling,48.2,"10,486"
E09000012,Hackney,2001-02,Theft and Handling,81.2,"16,831"
E09000013,Hammersmith and Fulham,2001-02,Theft and Handling,85.9,"14,549"
E09000014,Haringey,2001-02,Theft and Handling,67.5,"14,942"
E09000015,Harrow,2001-02,Theft and Handling,30.4,"6,376"
E09000016,Havering,2001-02,Theft and Handling,38.4,"8,636"
E09000017,Hillingdon,2001-02,Theft and Handling,42.9,"10,539"
E09000018,Hounslow,2001-02,Theft and Handling,52.2,"11,279"
E09000019,Islington,2001-02,Theft and Handling,98.9,"17,747"
E09000020,Kensington and Chelsea,2001-02,Theft and Handling,105.1,"17,043"
E09000021,Kingston upon Thames,2001-02,Theft and Handling,34.6,"5,153"
E09000022,Lambeth,2001-02,Theft and Handling,81.2,"22,206"
E09000023,Lewisham,2001-02,Theft and Handling,39.3,"10,004"
E09000024,Merton,2001-02,Theft and Handling,33.2,"6,345"
E09000025,Newham,2001-02,Theft and Handling,62.6,"15,607"
E09000026,Redbridge,2001-02,Theft and Handling,47.8,"11,562"
E09000027,Richmond upon Thames,2001-02,Theft and Handling,36.4,"6,351"
E09000028,Southwark,2001-02,Theft and Handling,68.4,"17,565"
E09000029,Sutton,2001-02,Theft and Handling,31.3,"5,685"
E09000030,Tower Hamlets,2001-02,Theft and Handling,76.9,"15,470"
E09000031,Waltham Forest,2001-02,Theft and Handling,47.1,"10,448"
E09000032,Wandsworth,2001-02,Theft and Handling,55.3,"15,026"
E09000033,Westminster,2001-02,Theft and Handling,261.1,"53,097"
#N/A,Heathrow,2001-02,Theft and Handling,n/a,"4,350"
E13000001,Inner London,2001-02,Theft and Handling,90.3,"258,185"
E13000002,Outer London,2001-02,Theft and Handling,40.6,"180,988"
E12000007,Met Police Area,2001-02,Theft and Handling,60.6,"443,572"
727,England and Wales,2001-02,Theft and Handling,n/a,n/a
E09000002,Barking and Dagenham,2002-03,Theft and Handling,40.1,"6,665"
E09000003,Barnet,2002-03,Theft and Handling,42.6,"13,649"
E09000004,Bexley,2002-03,Theft and Handling,30.8,"6,743"
E09000005,Brent,2002-03,Theft and Handling,41.8,"11,285"
E09000006,Bromley,2002-03,Theft and Handling,40.1,"11,892"
E09000007,Camden,2002-03,Theft and Handling,144.4,"29,450"
E09000008,Croydon,2002-03,Theft and Handling,41.3,"13,853"
E09000009,Ealing,2002-03,Theft and Handling,52.7,"16,310"
E09000010,Enfield,2002-03,Theft and Handling,40.9,"11,470"
E09000011,Greenwich,2002-03,Theft and Handling,53.1,"11,758"
E09000012,Hackney,2002-03,Theft and Handling,78.9,"16,642"
E09000013,Hammersmith and Fulham,2002-03,Theft and Handling,84.8,"14,590"
E09000014,Haringey,2002-03,Theft and Handling,72.8,"16,332"
E09000015,Harrow,2002-03,Theft and Handling,36,"7,637"
E09000016,Havering,2002-03,Theft and Handling,36.5,"8,211"
E09000017,Hillingdon,2002-03,Theft and Handling,43.7,"10,794"
E09000018,Hounslow,2002-03,Theft and Handling,54.8,"11,881"
E09000019,Islington,2002-03,Theft and Handling,105.8,"19,058"
E09000020,Kensington and Chelsea,2002-03,Theft and Handling,115,"18,835"
E09000021,Kingston upon Thames,2002-03,Theft and Handling,38.1,"5,694"
E09000022,Lambeth,2002-03,Theft and Handling,77.9,"21,277"
E09000023,Lewisham,2002-03,Theft and Handling,40.2,"10,195"
E09000024,Merton,2002-03,Theft and Handling,34.6,"6,600"
E09000025,Newham,2002-03,Theft and Handling,64.6,"16,497"
E09000026,Redbridge,2002-03,Theft and Handling,48,"11,729"
E09000027,Richmond upon Thames,2002-03,Theft and Handling,40.2,"7,046"
E09000028,Southwark,2002-03,Theft and Handling,73.9,"18,934"
E09000029,Sutton,2002-03,Theft and Handling,29.6,"5,370"
E09000030,Tower Hamlets,2002-03,Theft and Handling,85.4,"17,677"
E09000031,Waltham Forest,2002-03,Theft and Handling,55,"12,312"
E09000032,Wandsworth,2002-03,Theft and Handling,54.8,"15,056"
E09000033,Westminster,2002-03,Theft and Handling,258.8,"53,855"
#N/A,Heathrow,2002-03,Theft and Handling,n/a,"4,368"
E13000001,Inner London,2002-03,Theft and Handling,92.8,"268,398"
E13000002,Outer London,2002-03,Theft and Handling,42.6,"190,899"
E12000007,Met Police Area,2002-03,Theft and Handling,62.9,"463,710"
727,England and Wales,2002-03,Theft and Handling,18.6,"975,924"
E09000002,Barking and Dagenham,2003-04,Theft and Handling,42.9,"7,129"
E09000003,Barnet,2003-04,Theft and Handling,45.2,"14,542"
E09000004,Bexley,2003-04,Theft and Handling,30.1,"6,630"
E09000005,Brent,2003-04,Theft and Handling,45.6,"12,239"
E09000006,Bromley,2003-04,Theft and Handling,39.5,"11,731"
E09000007,Camden,2003-04,Theft and Handling,133.9,"27,359"
E09000008,Croydon,2003-04,Theft and Handling,37.8,"12,687"
E09000009,Ealing,2003-04,Theft and Handling,46.9,"14,443"
E09000010,Enfield,2003-04,Theft and Handling,41.8,"11,774"
E09000011,Greenwich,2003-04,Theft and Handling,50.6,"11,356"
E09000012,Hackney,2003-04,Theft and Handling,78.6,"16,704"
E09000013,Hammersmith and Fulham,2003-04,Theft and Handling,82,"14,072"
E09000014,Haringey,2003-04,Theft and Handling,65.9,"14,829"
E09000015,Harrow,2003-04,Theft and Handling,33.9,"7,253"
E09000016,Havering,2003-04,Theft and Handling,37.7,"8,488"
E09000017,Hillingdon,2003-04,Theft and Handling,43.2,"10,725"
E09000018,Hounslow,2003-04,Theft and Handling,49.6,"10,742"
E09000019,Islington,2003-04,Theft and Handling,113.7,"20,560"
E09000020,Kensington and Chelsea,2003-04,Theft and Handling,105.4,"17,420"
E09000021,Kingston upon Thames,2003-04,Theft and Handling,44.5,"6,655"
E09000022,Lambeth,2003-04,Theft and Handling,71.1,"19,354"
E09000023,Lewisham,2003-04,Theft and Handling,42,"10,592"
E09000024,Merton,2003-04,Theft and Handling,36.3,"6,877"
E09000025,Newham,2003-04,Theft and Handling,62,"15,880"
E09000026,Redbridge,2003-04,Theft and Handling,46,"11,389"
E09000027,Richmond upon Thames,2003-04,Theft and Handling,36.4,"6,452"
E09000028,Southwark,2003-04,Theft and Handling,73.8,"18,831"
E09000029,Sutton,2003-04,Theft and Handling,30.9,"5,593"
E09000030,Tower Hamlets,2003-04,Theft and Handling,83.1,"17,329"
E09000031,Waltham Forest,2003-04,Theft and Handling,51.4,"11,514"
E09000032,Wandsworth,2003-04,Theft and Handling,52,"14,404"
E09000033,Westminster,2003-04,Theft and Handling,232.8,"49,116"
#N/A,Heathrow,2003-04,Theft and Handling,n/a,"4,149"
E13000001,Inner London,2003-04,Theft and Handling,88.5,"256,450"
E13000002,Outer London,2003-04,Theft and Handling,41.9,"188,219"
E12000007,Met Police Area,2003-04,Theft and Handling,60.7,"448,818"
727,England and Wales,2003-04,Theft and Handling,16.8,"889,171"
E09000002,Barking and Dagenham,2004-05,Theft and Handling,40.4,"6,691"
E09000003,Barnet,2004-05,Theft and Handling,48.1,"15,557"
E09000004,Bexley,2004-05,Theft and Handling,25.3,"5,590"
E09000005,Brent,2004-05,Theft and Handling,41.6,"11,159"
E09000006,Bromley,2004-05,Theft and Handling,34.9,"10,390"
E09000007,Camden,2004-05,Theft and Handling,109.3,"22,660"
E09000008,Croydon,2004-05,Theft and Handling,34.3,"11,565"
E09000009,Ealing,2004-05,Theft and Handling,44.8,"13,894"
E09000010,Enfield,2004-05,Theft and Handling,38.2,"10,793"
E09000011,Greenwich,2004-05,Theft and Handling,45,"10,229"
E09000012,Hackney,2004-05,Theft and Handling,69.1,"14,762"
E09000013,Hammersmith and Fulham,2004-05,Theft and Handling,74.3,"12,778"
E09000014,Haringey,2004-05,Theft and Handling,61,"13,823"
E09000015,Harrow,2004-05,Theft and Handling,32,"6,924"
E09000016,Havering,2004-05,Theft and Handling,34.2,"7,712"
